1.999991999999999916e-03,1.249999000000000119e-03,6.912182999999999915e-18
1.999991999999999916e-03,1.249999000000000119e-03,5.000000000000000104e-03
1.999991999999999916e-03,1.249999000000000119e-03,1.000000000000000021e-02
1.999991999999999916e-03,9.870692999999999828e-03,6.912182999999999915e-18
1.999991999999999916e-03,9.870692999999999828e-03,5.000000000000000104e-03
1.999991999999999916e-03,9.870692999999999828e-03,1.000000000000000021e-02
1.999991999999999916e-03,1.849137000000000003e-02,6.912182999999999915e-18
1.999991999999999916e-03,1.849137000000000003e-02,5.000000000000000104e-03
1.999991999999999916e-03,1.849137000000000003e-02,1.000000000000000021e-02
1.999991999999999916e-03,2.711206999999999853e-02,6.912182999999999915e-18
1.999991999999999916e-03,2.711206999999999853e-02,5.000000000000000104e-03
1.999991999999999916e-03,2.711206999999999853e-02,1.000000000000000021e-02
1.999991999999999916e-03,3.573276000000000230e-02,6.912182999999999915e-18
1.999991999999999916e-03,3.573276000000000230e-02,5.000000000000000104e-03
1.999991999999999916e-03,3.573276000000000230e-02,1.000000000000000021e-02
1.999991999999999916e-03,4.435344000000000092e-02,6.912182999999999915e-18
1.999991999999999916e-03,4.435344000000000092e-02,5.000000000000000104e-03
1.999991999999999916e-03,4.435344000000000092e-02,1.000000000000000021e-02
1.999991999999999916e-03,5.297413000000000122e-02,6.912182999999999915e-18
1.999991999999999916e-03,5.297413000000000122e-02,5.000000000000000104e-03
1.999991999999999916e-03,5.297413000000000122e-02,1.000000000000000021e-02
1.999991999999999916e-03,6.159483000000000319e-02,6.912182999999999915e-18
1.999991999999999916e-03,6.159483000000000319e-02,5.000000000000000104e-03
1.999991999999999916e-03,6.159483000000000319e-02,1.000000000000000021e-02
1.999991999999999916e-03,7.021552000000000349e-02,6.912182999999999915e-18
1.999991999999999916e-03,7.021552000000000349e-02,5.000000000000000104e-03
1.999991999999999916e-03,7.021552000000000349e-02,1.000000000000000021e-02
1.999991999999999916e-03,7.883620000000000905e-02,6.912182999999999915e-18
1.999991999999999916e-03,7.883620000000000905e-02,5.000000000000000104e-03
1.999991999999999916e-03,7.883620000000000905e-02,1.000000000000000021e-02
1.999991999999999916e-03,8.745690000000000408e-02,6.912182999999999915e-18
1.999991999999999916e-03,8.745690000000000408e-02,5.000000000000000104e-03
1.999991999999999916e-03,8.745690000000000408e-02,1.000000000000000021e-02
1.999991999999999916e-03,9.607759000000000438e-02,6.912182999999999915e-18
1.999991999999999916e-03,9.607759000000000438e-02,5.000000000000000104e-03
1.999991999999999916e-03,9.607759000000000438e-02,1.000000000000000021e-02
1.999991999999999916e-03,1.046983000000000080e-01,6.912182999999999915e-18
1.999991999999999916e-03,1.046983000000000080e-01,5.000000000000000104e-03
1.999991999999999916e-03,1.046983000000000080e-01,1.000000000000000021e-02
1.999991999999999916e-03,1.133190000000000031e-01,6.912182999999999915e-18
1.999991999999999916e-03,1.133190000000000031e-01,5.000000000000000104e-03
1.999991999999999916e-03,1.133190000000000031e-01,1.000000000000000021e-02
1.999991999999999916e-03,1.219396999999999981e-01,6.912182999999999915e-18
1.999991999999999916e-03,1.219396999999999981e-01,5.000000000000000104e-03
1.999991999999999916e-03,1.219396999999999981e-01,1.000000000000000021e-02
1.999991999999999916e-03,1.305603000000000180e-01,6.912182999999999915e-18
1.999991999999999916e-03,1.305603000000000180e-01,5.000000000000000104e-03
1.999991999999999916e-03,1.305603000000000180e-01,1.000000000000000021e-02
1.999991999999999916e-03,1.391810000000000269e-01,6.912182999999999915e-18
1.999991999999999916e-03,1.391810000000000269e-01,5.000000000000000104e-03
1.999991999999999916e-03,1.391810000000000269e-01,1.000000000000000021e-02
1.999991999999999916e-03,1.478017000000000081e-01,6.912182999999999915e-18
1.999991999999999916e-03,1.478017000000000081e-01,5.000000000000000104e-03
1.999991999999999916e-03,1.478017000000000081e-01,1.000000000000000021e-02
1.999991999999999916e-03,1.564224000000000170e-01,6.912182999999999915e-18
1.999991999999999916e-03,1.564224000000000170e-01,5.000000000000000104e-03
1.999991999999999916e-03,1.564224000000000170e-01,1.000000000000000021e-02
1.999991999999999916e-03,1.650431000000000259e-01,6.912182999999999915e-18
1.999991999999999916e-03,1.650431000000000259e-01,5.000000000000000104e-03
1.999991999999999916e-03,1.650431000000000259e-01,1.000000000000000021e-02
1.999991999999999916e-03,1.736638000000000071e-01,6.912182999999999915e-18
1.999991999999999916e-03,1.736638000000000071e-01,5.000000000000000104e-03
1.999991999999999916e-03,1.736638000000000071e-01,1.000000000000000021e-02
1.999991999999999916e-03,1.822845000000000160e-01,6.912182999999999915e-18
1.999991999999999916e-03,1.822845000000000160e-01,5.000000000000000104e-03
1.999991999999999916e-03,1.822845000000000160e-01,1.000000000000000021e-02
1.999991999999999916e-03,1.909052000000000249e-01,6.912182999999999915e-18
1.999991999999999916e-03,1.909052000000000249e-01,5.000000000000000104e-03
1.999991999999999916e-03,1.909052000000000249e-01,1.000000000000000021e-02
1.999991999999999916e-03,1.995259000000000060e-01,6.912182999999999915e-18
1.999991999999999916e-03,1.995259000000000060e-01,5.000000000000000104e-03
1.999991999999999916e-03,1.995259000000000060e-01,1.000000000000000021e-02
1.999991999999999916e-03,2.081465000000000121e-01,6.912182999999999915e-18
1.999991999999999916e-03,2.081465000000000121e-01,5.000000000000000104e-03
1.999991999999999916e-03,2.081465000000000121e-01,1.000000000000000021e-02
1.999991999999999916e-03,2.167671999999999932e-01,6.912182999999999915e-18
1.999991999999999916e-03,2.167671999999999932e-01,5.000000000000000104e-03
1.999991999999999916e-03,2.167671999999999932e-01,1.000000000000000021e-02
1.999991999999999916e-03,2.253879000000000021e-01,6.912182999999999915e-18
1.999991999999999916e-03,2.253879000000000021e-01,5.000000000000000104e-03
1.999991999999999916e-03,2.253879000000000021e-01,1.000000000000000021e-02
1.999991999999999916e-03,2.340086000000000110e-01,6.912182999999999915e-18
